ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,showLogCondType,enableThrow,showDialogCondType,disableGemAttr,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,unknown_0x17c_5,isArrow,isWeaponCatalyst,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,vsPlayerDmgCorrectRate_Sleep,vsPlayerDmgCorrectRate_Madness,saGuardCutRate,defMaterialVariationValue,spAttributeVariationValue,stealthAtkRate,vsPlayerDmgCorrectRate_Disease,vsPlayerDmgCorrectRate_Curse,restrictSpecialSwordArt,pad,
68510000,,0,0,[0|0|0],6800,3301000,0,4,0,650,270,200,62,18,0,0,38,22,22,22,6400,-1,-1,20001900,-1,-1,2200,68510000,68510000,68510000,68510000,68510000,68510000,68510000,68510000,68510000,68510000,68510000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,1630,12281,0,0,1,10,104,0,0,0,39,60,0,22,2200,-1,-1,0,-1,7,0,9,62,0,0,149,0,0,0,0,0,20,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,6,6,401000,10300,-1,401000,10310,-1,401000,10320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,62,0.014,0,1,0,1,1,0,0,0,0,0,0,1,1,22,0,0,6,240,2,11,11,6,0,11,0,4080,0,0,0,0,95,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.06,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,1,0,0,2,2000,310,6,6,2,0,60,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
68500000,,0,0,[0|0|0],6800,3300000,0,3,0,550,230,100,55,30,0,0,35,20,20,20,6400,-1,-1,20001900,-1,-1,0,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,1,1,1,1,15,15,4,1631,12280,0,0,1,10,98,0,0,0,36,60,0,20,0,-1,-1,0,-1,7,0,9,62,0,0,149,0,0,0,0,0,13,11,0,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,6,6,401000,10300,-1,401000,10310,-1,401000,10320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,62,0.014,0,1,0,1,1,0,0,0,0,0,0,1,1,20,0,0,6,240,2,10,10,6,0,10,0,4070,0,0,0,0,95,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,1,0,0,2,1500,310,6,6,1,2,60,6501,-1,-1,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,68500000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
67500000,,0,0,[0|0|0],6700,1150000,0,6.5,0,750,390,100,30,55,0,0,63,31,31,31,-1,-1,-1,-1,-1,-1,0,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,1,1,1,1,15,15,5.5,1680,12277,0,0,1,10,116,0,0,0,53,60,0,36,0,-1,-1,0,-1,7,0,1,60,2,0,100,0,0,0,3,10,12,17,0,0,99,0,0,10,70,0,1,0,0,0,19,19,19,19,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.03,0,0,0,1,1,0,0,0,0,0,0,1,1,31,0,0,6,25,2,19,19,6,0,19,0,101,0,0,0,0,93,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.985,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3300,310,6,6,1,2,75,-1,-1,-1,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,67500000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
66520000,,0,0,[0|0|0],6601,1852000,0,9.5,0,700,510,200,15,61,0,0,53,24,24,24,6402,-1,-1,5665201,-1,-1,2200,66520000,66520000,66520000,66520000,66520000,66520000,66520000,66520000,66520000,66520000,66520000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5.5,1672,12276,0,0,1,10,155,0,0,0,52,60,0,35,2200,-1,-1,0,-1,7,0,1,61,2,0,100,0,0,953,2,12,12,27,0,0,99,0,0,10,60,0,1,0,0,0,20,20,20,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.077,1,0,0,1,1,0,0,0,0,0,0,1,1,24,0,0,6,95,2,20,20,6,0,20,0,5450,0,0,0,0,94,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.035,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,4800,310,6,6,2,0,90,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
66510000,,0,0,[0|0|0],6600,1851000,0,10.5,0,800,580,500,37,37,0,0,69,32,32,32,6402,-1,-1,-1,-1,-1,2200,66510000,66510000,66510000,66510000,66510000,66510000,66510000,66510000,66510000,66510000,66510000,-1,-1,-1,-1,-1,1,1,1.15,1.3,15,15,5.5,1670,12275,0,0,1,10,152,0,0,0,55,60,0,37,2200,-1,-1,0,-1,7,0,1,61,2,0,100,0,0,0,2,12,15,20,0,0,99,0,0,10,60,0,1,0,0,0,21,21,21,21,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.052,0,0,0,1,1,0,0,0,0,0,0,1.15,1,32,0,0,6,95,2,21,21,6,0,21,0,5000,0,0,0,0,94,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.045,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5300,310,6,6,2,0,90,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
66500000,,0,0,[0|0|0],6600,1850000,0,9,0,700,480,100,30,50,0,0,60,30,30,30,6402,-1,-1,-1,-1,-1,0,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,1,1,1,1,15,15,5.5,1671,12274,0,0,1,10,145,0,0,0,52,60,0,35,0,-1,-1,0,-1,7,0,1,61,2,0,100,0,0,0,2,12,14,18,0,0,99,0,0,10,60,0,1,0,0,0,20,20,20,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,6,95,2,20,20,6,0,20,0,4110,0,0,0,0,94,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,4500,310,6,6,1,2,90,6501,-1,-1,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,66500000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
64510000,,0,0,[0|0|0],6401,1751000,0,2,0,600,200,500,35,50,10,10,40,30,30,30,-1,-1,-1,-1,-1,-1,0,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,1,1,1,1,15,15,5,1572,12272,0,0,1,10,100,0,0,0,45,60,0,25,0,-1,-1,0,-1,7,0,3,58,2,0,100,0,0,251,0,0,9,14,11,11,99,0,0,10,60,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,58,0.015,0,1,0,1,1,0,0,0,0,0,0,1,1,30,0,0,6,85,0,10,10,6,0,10,0,4090,0,0,0,0,92,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,20010100,0,1,1,0,0,0,0,1,0,0,0,0,1000,310,6,6,2,2,60,-1,-1,-1,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,64510000,1,1,0,0,0,0,1,1,1,[0|0|0|0|0|0|0]
64520000,,0,0,[0|0|0],6402,1752000,0,4.5,0,900,260,200,20,75,0,0,55,39,39,39,6400,-1,-1,-1,-1,-1,2200,64520000,64520000,64520000,64520000,64520000,64520000,64520000,64520000,64520000,64520000,64520000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,1570,12273,0,0,1,10,108,0,0,0,58,60,0,45,2200,-1,-1,0,-1,7,0,3,58,2,0,100,0,0,265,0,0,9,22,0,0,99,0,0,10,60,0,1,0,0,0,13,13,13,13,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,400,401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,42,0.015,0,1,0,1,1,0,0,0,0,0,0,1,1,39,0,0,6,85,0,13,13,6,0,13,0,5350,0,0,0,0,92,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.18,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2300,310,6,6,2,0,60,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
64500000,,0,0,[0|0|0],6400,1750000,0,2,0,500,190,100,45,55,0,0,40,30,30,30,-1,-1,-1,-1,-1,-1,0,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,1,1,1,1,15,15,5,1571,12271,0,0,1,10,105,0,0,0,45,60,0,15,0,-1,-1,0,-1,7,0,3,58,2,0,100,0,0,0,0,0,10,13,0,0,99,0,0,10,60,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,58,0.015,0,1,0,1,1,0,0,0,0,0,0,1,1,30,0,0,6,85,2,10,10,6,0,10,0,4090,0,0,0,0,92,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1000,310,6,6,1,2,60,-1,-1,-1,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,64500000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
63500000,,0,0,[0|0|0],6200,1050000,0,1.5,0,500,150,500,20,65,10,10,35,20,20,20,-1,-1,-1,-1,-1,-1,0,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,1,1,1,1,15,15,2,1550,12269,0,0,1,10,62,0,0,0,30,60,0,15,0,-1,-1,0,-1,7,0,0,53,2,0,149,0,0,0,0,0,5,11,11,11,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,53,0.011,0,1,0,1,1,0,0,0,0,0,0,1,1,20,0,0,6,15,2,10,10,6,0,10,0,4020,0,0,0,6,91,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,20010100,0,1,1,0,0,0,0,1,0,0,0,0,800,320,6,6,2,2,53,-1,-1,-1,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,63500000,1,1,0,0,0,0,1,1,1,[0|0|0|0|0|0|0]
